category,city,location,type_transaction,rooms,post_month,post_year,price
0,0,25,0,5,3,2026,2800
3,0,51,1,3,3,2026,405000
3,0,56,1,4,2,2026,275000
1,0,59,0,4,2,2026,1500
1,0,56,0,5,2,2026,1600
0,0,59,0,4,2,2026,2300
1,0,51,0,6,2,2026,5000
0,0,56,0,1,2,2026,750
0,0,59,0,3,2,2026,1650
3,0,30,1,5,2,2026,480000
3,0,42,1,1,2,2026,160000
3,0,8,1,3,2,2026,125000
0,0,51,0,4,2,2026,2200
0,0,51,0,4,2,2026,2200
0,0,59,0,2,2,2026,1200
3,0,30,1,4,2,2026,440000
0,0,25,0,2,2,2026,1450
3,0,30,1,4,2,2026,355000
3,0,25,1,2,2,2026,170000
0,0,59,0,3,2,2026,1350
0,0,59,0,2,2,2026,1200
0,0,25,0,2,2,2026,1200
1,0,51,0,5,2,2026,3700
4,0,51,1,5,2,2026,1500000
0,0,51,0,4,2,2026,1750
3,0,56,1,4,2,2026,275000
0,0,59,0,2,2,2026,1100
0,0,25,0,2,2,2026,650
1,0,56,0,2,2,2026,600
1,0,25,0,1,2,2026,570
0,0,25,0,3,2,2026,1600
4,0,2,1,3,2,2026,220000
0,0,56,0,2,2,2026,1100
0,0,56,0,1,2,2026,700
0,0,56,0,3,2,2026,800
0,0,59,0,3,2,2026,900
0,0,42,0,2,2,2026,1100
1,0,59,0,4,2,2026,1800
3,0,8,1,3,2,2026,250000
0,0,42,0,4,2,2026,2000
0,0,42,0,2,2,2026,1000
0,0,25,0,3,2,2026,1550
0,0,59,0,2,2,2026,1100
3,0,25,0,2,2,2026,1100
3,0,56,1,4,2,2026,285000
3,0,56,1,3,2,2026,195
0,0,59,0,2,2,2026,1300
0,0,59,0,1,2,2026,750
1,0,51,0,6,2,2026,6500
0,0,59,0,2,2,2026,750
0,0,59,0,3,2,2026,900
1,0,56,0,5,2,2026,1600
0,0,59,0,2,2,2026,800
0,0,59,0,2,2,2026,1300
0,0,56,0,4,2,2026,1100
0,0,25,0,3,2,2026,1600
1,0,56,0,5,2,2026,1600
0,0,56,0,3,2,2026,800
1,0,59,0,3,2,2026,1350
0,0,42,0,2,2,2026,950
0,0,56,0,3,2,2026,1300
0,0,56,0,3,2,2026,1100
3,0,51,1,3,2,2026,0
3,0,30,1,3,2,2026,400000
4,0,30,1,6,2,2026,680000
3,0,25,1,4,2,2026,470000
0,0,56,0,2,2,2026,1100
0,0,59,0,3,2,2026,900
0,0,56,0,3,2,2026,1000
3,0,42,1,3,2,2026,270000
0,0,25,0,2,2,2026,1200
3,0,2,1,3,2,2026,180000
0,0,56,0,2,2,2026,1100
0,0,56,0,3,2,2026,1500
0,0,42,0,4,2,2026,2000
3,0,59,1,4,2,2026,575000
1,0,60,0,1,2,2026,450
0,0,51,0,3,2,2026,1650
0,0,51,0,2,2,2026,2200
0,0,56,0,1,2,2026,650
0,0,51,0,4,2,2026,2000
0,0,59,0,3,2,2026,800
0,0,70,0,5,2,2026,360000
0,0,56,0,3,2,2026,850
1,0,56,0,5,2,2026,2500
1,0,56,0,5,2,2026,1600
1,0,59,0,5,2,2026,1500
0,0,51,0,2,2,2026,1600
0,0,51,0,3,2,2026,2500
3,0,42,1,4,2,2026,400000
3,0,30,1,5,1,2026,480000
1,0,51,0,4,1,2026,3200
0,0,59,0,2,1,2026,1250
0,0,59,0,3,1,2026,1400
0,0,25,0,4,1,2026,1700
4,0,51,1,4,1,2026,860000
0,0,25,0,2,1,2026,265000
0,0,51,0,3,1,2026,1700
0,0,56,0,3,1,2026,1100
0,0,56,0,3,1,2026,850
3,0,51,1,4,1,2026,370000
0,0,25,0,1,1,2026,900
1,0,51,0,6,1,2026,4500
3,0,2,1,4,1,2026,360000
0,0,25,0,2,1,2026,1200
0,0,51,0,4,1,2026,1600
3,0,25,1,5,1,2026,630000
3,0,2,1,1,1,2026,1400
3,0,42,1,5,1,2026,395000
0,0,42,0,2,1,2026,1250
0,0,51,0,3,1,2026,1500
0,0,25,0,3,1,2026,1460
0,0,59,0,1,1,2026,650
3,0,56,1,3,1,2026,260000
0,0,59,0,1,1,2026,550
0,0,59,0,2,1,2026,1100
0,0,59,0,3,1,2026,1160
0,0,56,0,2,1,2026,700
0,0,59,0,4,1,2026,900
1,0,25,0,4,1,2026,1500
0,0,59,0,1,1,2026,750
0,0,59,0,2,1,2026,950
0,0,59,0,2,1,2026,650
0,0,56,0,3,1,2026,1100
0,0,25,0,2,1,2026,1200
0,0,51,0,3,1,2026,1500
1,0,59,0,1,1,2026,700
0,0,59,0,2,1,2026,1200
0,0,56,0,4,1,2026,1200
1,0,56,0,2,1,2026,800
1,0,56,0,4,1,2026,800
0,0,59,0,3,1,2026,1400
0,0,59,0,3,1,2026,1300
1,0,25,0,3,1,2026,950
0,0,56,0,3,1,2026,1100
0,0,56,0,4,1,2026,1200
1,0,25,0,1,1,2026,850
0,0,56,0,1,1,2026,750
3,0,59,1,3,1,2026,1700
1,0,59,0,3,1,2026,700
1,0,51,0,5,1,2026,2800
0,0,56,0,4,1,2026,1300
0,0,42,0,4,1,2026,1500
0,0,42,0,4,1,2026,1500
1,0,42,0,2,1,2026,1000
1,0,56,0,2,1,2026,450
0,0,56,0,2,1,2026,1050
1,0,56,0,2,1,2026,1050
0,0,59,0,4,1,2026,900
0,0,56,0,2,1,2026,1300
0,0,56,0,3,1,2026,1500
1,0,56,0,1,1,2026,500
0,0,56,0,2,1,2026,950
0,0,56,0,1,1,2026,700
1,0,59,0,2,1,2026,850
0,0,59,0,3,1,2026,1500
0,0,42,0,3,1,2026,1700
0,0,59,0,2,1,2026,1200
0,0,59,0,2,1,2026,1100
0,0,25,0,4,1,2026,1700
0,0,56,0,3,1,2026,1500
1,0,51,0,5,1,2026,5500
1,0,51,0,4,1,2026,3500
0,0,51,0,3,1,2026,1400
0,0,56,0,2,1,2026,1050
3,0,59,0,4,1,2026,2200
0,0,59,0,3,1,2026,1500
0,0,56,0,1,1,2026,750
0,0,59,0,2,1,2026,950
1,0,42,0,2,1,2026,700
0,0,42,0,3,1,2026,1200
0,0,51,0,3,1,2026,1500
1,0,56,0,2,1,2026,1050
0,0,56,0,2,1,2026,1050
0,0,51,0,5,1,2026,2000
0,0,42,0,2,1,2026,1100
1,0,51,0,6,1,2026,3500
1,0,51,0,5,1,2026,3800
0,0,30,0,2,1,2026,1500
1,0,59,0,1,1,2026,650
1,0,42,0,2,1,2026,600
1,0,56,0,2,1,2026,800
1,0,51,0,6,1,2026,4500
0,0,51,0,2,1,2026,1100
1,0,56,0,1,1,2026,550
0,0,42,0,3,1,2026,650
1,0,56,0,5,1,2026,1500
1,0,42,0,3,1,2026,750
1,0,56,0,2,12,2025,800
0,0,59,0,2,12,2025,950
0,0,42,0,3,12,2025,1450
0,0,25,0,3,12,2025,1600
0,0,25,0,2,12,2025,1500
0,0,59,0,4,12,2025,1300
0,0,59,0,4,12,2025,1300
0,0,60,0,1,12,2025,400
0,0,42,0,3,12,2025,750
1,0,59,0,4,12,2025,1400
0,0,59,0,2,12,2025,750
3,0,59,1,3,12,2025,0
0,0,56,0,4,12,2025,1400
0,0,42,0,3,12,2025,1100
0,0,59,0,2,12,2025,1100
0,0,25,0,3,12,2025,1500
0,0,51,0,4,12,2025,1700
3,0,59,1,3,12,2025,240000
1,0,51,0,5,12,2025,7500
1,0,59,0,2,12,2025,850
0,0,42,0,3,12,2025,1100
1,0,56,0,3,12,2025,950
1,0,56,0,2,12,2025,600
0,0,25,0,4,12,2025,1250
3,0,51,1,4,12,2025,680000
0,0,25,0,1,12,2025,800
3,0,51,1,3,12,2025,289000
1,0,51,0,4,12,2025,1800
0,0,56,0,2,12,2025,800
0,0,25,0,3,12,2025,1500
0,0,59,0,4,12,2025,1300
1,0,59,0,3,12,2025,1000
1,0,51,0,4,12,2025,3500
1,0,59,0,2,12,2025,750
0,0,59,0,2,12,2025,800
0,0,56,0,4,12,2025,1200
0,0,42,0,2,12,2025,900
1,0,14,0,5,12,2025,1800
0,0,79,0,4,12,2025,1200
0,0,56,0,2,12,2025,1300
1,0,51,0,6,12,2025,4000
0,0,51,0,4,12,2025,1200
0,0,59,0,2,12,2025,900
0,0,25,0,4,12,2025,1450
0,0,56,0,4,12,2025,1200
1,0,56,0,7,12,2025,2500
1,0,42,0,4,12,2025,800
0,0,59,0,3,12,2025,1400
0,0,56,0,3,12,2025,1000
0,0,56,0,3,12,2025,1000
0,0,59,0,1,12,2025,740
0,0,56,0,4,12,2025,1200
1,0,59,0,5,12,2025,1700
3,0,59,1,4,12,2025,310000
1,0,25,0,2,12,2025,950
3,0,51,1,4,12,2025,428000
1,0,59,0,4,12,2025,1300
0,0,70,0,3,12,2025,530
0,0,59,0,6,12,2025,1800
1,0,59,0,3,12,2025,850
0,0,56,0,3,12,2025,900
0,0,56,0,3,12,2025,900
1,0,56,0,5,12,2025,1800
1,0,42,0,3,12,2025,1000
0,0,25,0,3,12,2025,1500
0,0,59,0,3,12,2025,1500
0,0,42,0,3,12,2025,1100
3,0,25,1,4,12,2025,410000
1,0,51,0,4,12,2025,2900
0,0,59,0,2,12,2025,950
0,0,51,0,4,12,2025,1350
0,0,59,0,3,12,2025,850
0,0,56,0,4,12,2025,1600
0,0,25,0,2,12,2025,1120
1,0,59,0,3,12,2025,1000
1,0,59,0,2,12,2025,700
1,0,59,0,1,12,2025,850
0,0,56,0,2,12,2025,950
0,0,59,0,3,12,2025,850
0,0,42,0,2,12,2025,900
0,0,59,0,4,12,2025,1900
0,0,56,0,4,12,2025,1700
0,0,56,0,2,12,2025,1350
1,0,59,0,2,12,2025,1150
1,0,59,0,2,12,2025,850
0,0,59,0,2,12,2025,1200
0,0,25,0,4,12,2025,2800
0,0,51,0,4,12,2025,1650
1,0,59,0,4,12,2025,1400
1,0,56,0,3,12,2025,1100
1,0,59,0,4,12,2025,1500
1,0,56,0,1,12,2025,800
0,0,59,0,3,12,2025,1000
0,0,25,0,4,12,2025,1500
0,0,59,0,4,12,2025,1400
1,0,59,0,4,12,2025,1300
1,0,42,0,2,12,2025,650
0,0,25,0,2,12,2025,1000
3,0,25,1,2,12,2025,250000
0,0,25,0,1,12,2025,670
0,0,59,0,3,12,2025,1400
1,0,51,0,3,11,2025,700
0,0,56,0,1,11,2025,780
0,0,56,0,2,11,2025,700
1,0,59,0,7,11,2025,3800
0,0,42,0,4,11,2025,1550
0,0,59,0,2,11,2025,1100
0,0,51,0,4,11,2025,850
3,0,25,1,5,11,2025,550000
1,0,59,0,5,11,2025,9500
1,0,8,0,4,11,2025,900
1,0,25,0,5,11,2025,2800
0,0,59,0,3,11,2025,1200
0,0,59,0,4,11,2025,1300
0,0,59,0,4,11,2025,2300
0,0,25,0,2,11,2025,1200
0,0,59,0,2,11,2025,900
1,0,59,0,3,11,2025,1000
0,0,56,0,3,11,2025,1000
1,0,59,0,2,11,2025,800
1,0,2,0,4,11,2025,1700
0,0,56,0,2,11,2025,850
1,0,59,0,2,11,2025,850
0,0,56,0,4,11,2025,93279899
0,0,59,0,3,11,2025,1250
3,0,51,1,5,11,2025,670000
3,0,51,1,2,11,2025,285000
0,0,25,0,2,11,2025,950
0,0,56,0,2,11,2025,650
1,0,59,0,1,11,2025,900
0,0,56,0,3,11,2025,1000
0,0,59,0,4,11,2025,1300
0,0,56,0,3,11,2025,1000
0,0,56,0,3,11,2025,900
3,0,51,1,1,11,2025,145000
1,0,56,0,3,11,2025,900
0,0,25,0,2,11,2025,1100
0,0,59,0,2,11,2025,1400
1,0,8,0,4,11,2025,900
0,0,59,0,2,11,2025,1800
0,0,42,0,2,11,2025,950
0,0,42,0,4,11,2025,1450
0,0,59,0,3,11,2025,1500
0,0,42,0,4,11,2025,1450
1,0,51,0,5,11,2025,2000
0,0,56,0,4,11,2025,1500
0,0,59,0,2,11,2025,800
1,0,56,0,5,11,2025,1800
1,0,59,0,2,11,2025,850
0,0,25,0,5,11,2025,1700
1,0,51,0,4,11,2025,1111
1,0,59,0,2,11,2025,850
0,0,59,0,2,11,2025,800
0,0,42,0,4,11,2025,1450
1,0,59,0,1,11,2025,600
0,0,59,0,2,11,2025,900
1,0,59,0,4,11,2025,800
0,0,59,0,4,11,2025,1900
1,0,51,0,5,11,2025,4500
0,0,25,0,2,11,2025,1000
0,0,51,0,4,11,2025,3300
0,0,59,0,1,11,2025,700
1,0,25,0,2,11,2025,850
0,0,51,0,4,11,2025,3100
0,0,25,0,3,11,2025,1800
1,0,42,0,1,11,2025,600
0,0,59,0,2,11,2025,1400
0,0,59,0,2,11,2025,1000
0,0,56,0,2,11,2025,850
1,0,56,0,4,11,2025,1300
1,0,59,0,2,11,2025,1000
1,0,59,0,2,11,2025,850
0,0,42,0,2,11,2025,1250
1,0,42,0,4,11,2025,850
0,0,25,0,4,11,2025,1500
1,0,2,0,4,11,2025,1700
0,0,25,0,2,11,2025,1080
0,0,56,0,2,11,2025,850
0,0,56,0,4,11,2025,1300
0,0,56,0,2,11,2025,620
3,0,25,1,2,11,2025,185000
0,0,51,0,3,11,2025,1600
0,0,25,0,2,11,2025,950
0,0,56,0,4,11,2025,15004
0,0,56,0,4,11,2025,1200
1,0,51,0,4,11,2025,3600
1,0,56,0,6,11,2025,1500
1,0,30,0,3,11,2025,900
3,0,59,1,2,11,2025,800
3,0,56,1,2,11,2025,620
0,0,30,0,3,11,2025,1350
0,0,8,0,3,11,2025,950
4,0,51,1,6,11,2025,1940000
1,0,56,0,2,11,2025,600
0,0,25,0,3,11,2025,1200
0,0,59,0,3,11,2025,800
1,0,59,0,2,11,2025,730
1,0,56,0,5,11,2025,1800
0,0,56,0,2,11,2025,700
0,0,59,0,2,11,2025,1250
1,0,51,0,2,11,2025,450
0,0,25,0,4,11,2025,1200
0,0,56,0,2,11,2025,600
0,0,42,0,4,11,2025,1700
0,0,59,0,3,11,2025,1400
0,0,8,0,2,11,2025,500
0,0,56,0,2,11,2025,850
0,0,25,0,3,11,2025,950
0,0,59,0,1,11,2025,750
1,0,59,0,4,11,2025,2200
0,0,56,0,3,11,2025,850
0,0,59,0,2,11,2025,800
0,0,25,0,4,11,2025,2400
0,0,59,0,2,11,2025,1350
0,0,25,0,2,11,2025,1300
1,0,51,0,10,10,2025,6000
0,0,25,0,2,10,2025,900
0,0,51,0,4,10,2025,1900
0,0,42,0,2,10,2025,1000
4,0,56,1,5,10,2025,111111
0,0,59,0,2,10,2025,1100
0,0,25,0,3,10,2025,1400
0,0,2,0,4,10,2025,1000
0,0,59,0,1,10,2025,900
3,0,42,1,2,10,2025,200000
0,0,51,0,2,10,2025,1200
1,0,59,0,5,10,2025,2700
3,0,70,1,4,10,2025,1100000
0,0,25,0,3,10,2025,1450
3,0,51,1,2,10,2025,255000
0,0,51,0,2,10,2025,1150
3,0,51,1,4,10,2025,750000
1,0,51,0,5,10,2025,4700
0,0,59,0,2,10,2025,1250
0,0,59,0,3,10,2025,1300
0,0,56,0,1,10,2025,700
0,0,59,0,1,10,2025,900
0,0,51,0,2,10,2025,1600
4,0,2,1,4,10,2025,370000
0,0,51,0,3,10,2025,1500
0,0,25,0,2,10,2025,1000
3,0,25,1,4,10,2025,420000
0,0,56,0,6,10,2025,2300
1,0,51,0,4,10,2025,2650
0,0,56,0,3,10,2025,1250
1,0,51,0,5,10,2025,1380000
3,0,59,1,4,10,2025,587000
3,0,59,1,3,10,2025,541000
0,0,51,0,3,10,2025,1800
3,0,59,1,2,9,2025,250000
0,0,59,0,1,9,2025,850
1,0,42,0,4,9,2025,1700
0,0,25,0,2,9,2025,1140
3,0,25,1,3,9,2025,368000
3,0,25,1,2,9,2025,195000
0,0,25,0,3,9,2025,1500
0,0,25,0,3,9,2025,1380
1,0,51,0,6,9,2025,3200
0,0,59,0,3,9,2025,1700
1,0,59,0,4,9,2025,4300
0,0,59,0,2,9,2025,1200
0,0,56,0,4,9,2025,1600
0,0,56,0,3,9,2025,1100
0,0,25,0,2,9,2025,1000
0,0,56,0,4,9,2025,1250
0,0,59,0,3,9,2025,380000
4,0,2,1,1,9,2025,500
0,0,56,0,3,9,2025,1300
1,0,51,0,4,9,2025,2500
1,0,51,0,4,9,2025,4500
0,0,59,0,1,9,2025,890
0,0,25,0,3,9,2025,1450
0,0,56,0,5,9,2025,1900
1,0,51,0,5,9,2025,5500
0,0,56,0,3,9,2025,1300
0,0,42,0,2,9,2025,1050
3,0,59,1,4,9,2025,540000
0,0,59,0,3,9,2025,1400
0,0,25,0,2,9,2025,1350
0,0,59,0,3,9,2025,1500
0,0,59,0,3,9,2025,2000
0,0,56,0,1,9,2025,700
0,0,56,0,4,9,2025,1400
0,0,56,0,4,9,2025,900
0,0,59,0,3,9,2025,2000
1,0,42,0,1,9,2025,550
1,0,56,0,4,9,2025,900
0,0,51,0,3,9,2025,1600
1,0,51,0,4,9,2025,2700
0,0,51,0,2,9,2025,1150
0,0,59,0,4,9,2025,800
0,0,59,0,4,9,2025,2000
0,0,56,0,5,9,2025,1950
0,0,56,0,3,9,2025,900
1,0,51,0,4,8,2025,2900
